game_title,dev_team,platforms,primary_tags,keywords,game_summary
Donut County,"['Annapurna Interactive', 'Ben Esposito']","['PC (Microsoft Windows)', 'Mac', 'Android', 'iOS', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Adventure', 'Indie', 'Puzzle', 'Comedy', 'Kids', 'Single player']","['digital distribution', 'pax west 2017']","Donut County is a story-based physics puzzle game where you play as an ever-growing hole in the ground. Meet cute characters, steal their trash, and throw them in a hole. Raccoons have taken over Donut County with remote-controlled trash-stealing holes. You play as BK, a hole-driving raccoon who swallows up his friends and their homes to earn idiotic prizes.

When BK falls into one of his own holes, he’s confronted by his best friend Mira and the residents of Donut County, who are all stuck 999 feet underground… and they demand answers!"
The Simpsons: Hit & Run,"['Radical Entertainment', 'Vivendi Universal Games']","['PC (Microsoft Windows)', 'PlayStation 2', 'Xbox', 'Nintendo GameCube']","['Adventure', 'Platform', 'Racing', 'Action', 'Comedy', 'Open world', 'Single player', 'Multiplayer', 'Split screen', 'aliens']","['aliens', 'ghosts', 'driving', 'christmas', 'halloween', 'time limit', 'cartoon graphics', 'drifting', 'wall jump', 'cartoony', 'fixed camera', 'explosion', 'licensed game', 'split-screen multiplayer', 'countdown timer', 'alternate costumes', 'clowns', 'voice acting', 'corrupt government', 'bink video', 'human', 'polygonal 3d', 'breaking the fourth wall', 'pop culture reference', 'collectibles', 'unlockables', 'white noise', 'non-player character', 'fake in-game advertising', 'young protagonist', 'holiday themes', 'useable vehicles', 'stat tracking', 'vending machine interaction', 'video game characters that play video games', 'destructible environment', 'punctuation mark above head', 'been here before', 'controversy', 'tie-in', 'surveillance camera', 'car accident', 'spiky-haired protagonist', 'overweight character', 'fireworks', 'propaganda', 'alien abduction', 'game cartridge', 'car chase', 'police chase', 'catch phrase', 'greatest hits', 'e3 2003', 'xbox 360 backwards compatibility', 'lgbtq+', 'male protagonist']","Strange wasp-shaped spy cameras, shady black vans lingering about, and a brand new flavor of Buzz Cola that everyone seems a bit too excited about. What could it all mean?

Find out as you take to the streets as America's most beloved dysfunctional animated family: The Simpsons! In this timeless action-adventure game, you can work to uncover the conspiracy taking place in Springfield while playing as these beloved characters.

As you progress through the game, you'll explore 3 unique areas of Springfield made up of many locations from the show. You can ride around in style with a memorable array of vehicles from the show or take a walk around on foot. You'll stumble into adrenaline-pumping story missions, take part in some fast paced street races and help out some of the townsfolk in bonus missions. Around every corner there's pesky wasps to be destroyed, collector cards to find and secret gags to uncover."
Prince of Persia: The Sands of Time,"['Ubisoft Entertainment', 'Ubisoft Montreal']","['PC (Microsoft Windows)', 'PlayStation 2', 'PlayStation 3', 'Xbox', 'Nintendo GameCube']","['Adventure', 'Platform', 'Puzzle', 'Action', 'Fantasy', 'Single player', 'sword & sorcery']","['gravity', 'time travel', 'parkour', 'death', 'time manipulation', 'mythology', 'action-adventure', 'steam', 'traps', 'slow-motion', 'wall jump', 'sword & sorcery', 'easy', 'islam', 'boss fight', 'block puzzle', 'xbox controller support for pc', 'single-player only', 'time rewind', 'game critics awards', 'playstation trophies', 'voice acting', 'bink video', 'sequel is in a different genre', 'original soundtrack release', 'unlockables', 'save point', 'playstation plus', 'checkpoints', 'falling damage', 'saving the world', 'royalty', 'real-time combat', 'environmental puzzles', 'a.i. companion', 'instant kill', 'rock music', 'canonical death', 'british accent', 'been here before', 'xbox one backwards compatibility', 'franchise reboot', 'predecessor included', 'games on demand', 'motion capture animation', 'speedrun', 'banter during gameplay', 'linear gameplay', 'reset button', 'dual wielding', 'time paradox', 'time stopping', 'superpowers', 'acrobatics', 'freeform combat', 'elevator ambush', 'trilogy', 'connectivity', 'prince', 'nobilitease', 'tragic hero', 'greatest hits', 'ancient curse', 'adapted to - movie', 'xbox live aware', 'e3 2003', 'xbox 360 backwards compatibility', 'interactive achievement awards 2004', 'game developers choice awards 2004', 'male protagonist']","Prince of Persia: The Sands of Time is a third-person puzzle-platformer and action-adventure computer and video game published by Ubisoft. It is a reboot of the landmark video game series Prince of Persia created by Jordan Mechner, who served as creative consultant, designer, and scenario writer for The Sands of Time. King Sharaman of Persia and his son, known only as the Prince, pass through India en route to Azad and conquer a city with the aid of the local Maharajah's traitorous Vizier. During the battle the Prince seeks to win honour and glory in his first battle and heads straight to the Maharajah's treasure vaults, where he discovers the mythical Sands of Time safely contained within their Hourglass and the Dagger of Time, which he quickly learns can turn back time a short amount. When the Prince presents the dagger to his father, the traitorous Vizier demands it as payment, but is refused by King Sharaman. The Persians then continue on their journey to Azad with the wealth of prisoners taken from the Maharajah, among them the Maharajah's beautiful daughter, Princess Farah.

In Azad, the Vizier, now in the service of King Sharaman, tricks the Prince into using the Dagger to release the Sands of Time from the Hourglass. A horrific sandstorm engulfs the kingdom and the Sands of Time turn all the occupants of the palace into monsters. Only the Prince, Farah, and the Vizier remain unchanged due to their possessions; a dagger, a medallion, and a staff, respectively. Amid the catastrophe, the Vizier demands the dagger from the Prince, who refuses and manages to escape.

The Prince soon teams up with Farah in an attempt to return the Sands of Time to the Hourglass, which the Vizier moves to the top of the Tower of Dawn. As they progress through the palace the pair are constantly waylaid by Sand Monsters (including a sand-possessed King Sharaman) and the deadly network of traps set in motion in the hopes of killing the creatures. The Prince becomes steadily more worn until his princely armor is mere shreds and his body covered in bloody wounds.

While initially the Prince does not trust Farah because of the Persians' mistreatment of her, the two begin to grow closer as time goes on After a terrific battle in the ascent of the Tower of Dawn, they reach the Hourglass and are about to complete their mission when the Prince hesitates, suddenly suspicious of what Farah's motives really are. Before Farah can convince the Prince otherwise, the Vizier confronts the pair and uses his magical powers to trap Farah and the Prince in a tomb.

As they wait to die in the tomb Farah tells the Prince, who similarly reveals his claustrophobia, a story she had never told anyone before, about a time when she was little, when her mother told her about a secret magic word which would help her escape anything that scared her: ""Kakolookia"".

As soon as the Prince repeats the word, as if by magic, the Prince finds himself in a mysterious tunnel which winds down into a dreamlike bathhouse that resembles the magic fountains that the Prince earlier used to increase his health. There he meets Farah inviting him to join her bath; as they bathe, the Prince and Farah finally make love and find comfort in each other amid their perilous situation. When the Prince awakens afterwards, he finds himself back in the tomb and discovers that the magical cavern was just a dream, but he believed that Farah had shared it as well. However Farah, the Dagger, and his sword are gone, leaving him with only Farah's medallion to protect him from the Sands of Time.

The Prince, having found a new sword which destroys the sand monsters on contact, pursues and catches up to Farah once more atop the Tower of Dawn, which he must climb from the outside. When the Prince finally reaches the top, he finds Farah being overwhelmed by the sand monsters and she dangles over a cliff by the Dagger, while the Prince grab the blade; and Farah, realizing that the Prince will die to save her, instead sacrifices herself and lets go of the Dagger; and true to the game's prophecy ""if you want to live, die in love"" she falls to her death in the Hourglass room below. The Prince then tries to use the dagger to save her, but finds the sand-tanks empty since Farah had used them all. Enraged by his lover's death, the Prince uses the Dagger to massacre the last of the sand monsters in the tower and descends to weep over Farah's body. As the Prince mourns, the Vizier emerges from the shadows and offers the Prince a partnership in his evil plan, promising him eternal life; however the Prince angrily refuses because those he loved had died, and before the Vizier can stop him, the Prince drives the Dagger of Time into the Hourglass, rewinding time to the night before the invasion of the Maharajah's kingdom. The Prince awakens, still with the Dagger of Time, and secretly finds his way to Farah's bedroom, where he tells her the whole story, which she does not remember as it had not happened yet. However, the Vizier discovers the Prince, and fearing his planned treachery already revealed, attempts to kill both Farah and the Prince, telling that he suffered from consumption and would die in any event and that his plan was to cure his imminent death with eternal life. In the ensuing battle the Prince kills the Vizier. He then returns the Dagger of Time to Farah, who asks why the Prince invented such an unbelievable story to prove the Vizier's treachery. The Prince then kisses Farah, hoping she'll remember; but she rebuffs his advance, and so the Prince uses the dagger to erase the kiss, and instead he falsely tells her that it was just a story. But when Farah asks the Prince his name, he replies, ""Just call me Kakolookia"", before departing, leaving Farah amazed."
The Forest,['Endnight Games Ltd'],['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Puzzle', 'Simulator', 'Action', 'Fantasy', 'Single player', 'anime', 'jrpg', 'female protagonist']","['anime', 'jrpg', 'female protagonist']","As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants.
Build, explore, survive in this terrifying first person survival horror simulator. Mylne, an apothecary, searches the Mysterious Forest for ingredients so that she can brew her potions. But things soon take a dramatic turn from simple errands—eventually, Mylne finds herself caught up in an unsolved mystery, requiring her to take on what lies in the Underground Ruins, deep beneath the forest."
Pathologic 2,"['tinyBuild', 'Ice-Pick Lodge']","['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Adventure', 'Indie', 'RPG', 'Horror', 'Thriller', 'Survival', 'Drama', 'Open world', 'Single player']",['narrative-driven'],"Pathologic 2 is a narrative-driven dramatic thriller about fighting a deadly outbreak in a secluded rural town. You are a healer, and to save anyone, you'll have to survive in this bleak and strange world, where even food and medicine are scarce."
The Legend of Zelda: Phantom Hourglass,"['Nintendo', 'Nintendo EAD Software Development Group No.3']","['Nintendo DS', 'Wii U']","['multiple endings', 'Single player', 'Science fiction', 'RPG', 'female protagonist', 'exploration', 'Drama', 'Adventure', 'side-scrolling', 'Historical', 'Fantasy', 'elves', 'Survival', 'Platform', 'Horror', 'Sandbox', 'Co-operative', 'Open world', 'sword & sorcery', 'Puzzle', 'Multiplayer', 'Action']","['pirates', 'exploration', 'minigames', 'mascot', 'death', 'action-adventure', 'fairy', 'backtracking', 'time limit', 'campaign', 'princess', 'sailing', 'amnesia', 'silent protagonist', 'easy', 'link', 'boss fight', 'single-player only', 'countdown timer', 'game critics awards', 'world map', 'based on - comics', 'human', 'polygonal 3d', 'shopping', 'bow and arrow', 'damsel in distress', 'transforming boss', 'collectibles', 'touch controls', 'virtual console', 'young protagonist', 'treasure chest', 'saving the world', 'side quests', 'potion', 'grapple', 'real-time combat', 'nintendo wi-fi connection', 'pack-in game', 'moving platforms', 'been here before', 'boss assistance', 'fetch quests', 'gesture-based controls', 'time stopping', 'fast traveling', 'context sensitive', 'nameless protagonist', 'cartography', 'second person perspective', 'naval warfare', 'comic relief', 'damage over time', 'dead multiplayer', 'monomyth', 'ds microphone use', 'friend codes', 'interactive achievement awards 2008', 'e3 2007', 'e3 2006', 'spike video game awards 2007', 'game developers choice awards 2008', 'fan translation - portuguese']","The Legend of Zelda: Phantom Hourglass is the first Zelda game for the Nintendo DS and a direct sequel to The Wind Waker. The art direction is the same cel-shaded style as the Wind Waker but is displayed from a classic top-down perspective. The gameplay is structured similarly to other games in the series and is divided into two major gameplay sections: sailing between islands and exploring the islands and their dungeons on foot. The touch screen is used to make Link move and attack instead of buttons, you can also make notes of secret treasures and items on the map simply by writing them down. The game received critical acclaim from reviewers, who agreed that the game was a worthy sequel to The Wind Waker. Many months have passed since the events of The Legend of Zelda: The Wind Waker, and Link, Tetra and Tetra’s band of pirates have set sail in search of new lands. They come across a patch of ocean covered in a dense fog, in which they discover an abandoned ship. Tetra falls into danger when she explores the ship alone, and Link falls into the ocean when he attempts to rescue her. When he washes up unconscious on the shores of a mysterious island, he is awakened by the sound of a fairy’s voice. With the aid of this fairy, he sets off to find Tetra – and his way back to the seas he once knew."
The Silver Case,"['Grasshopper Manufacture', 'NIS America']","['Linux', 'PC (Microsoft Windows)', 'Mac', 'PlayStation 4', 'Nintendo Switch']","['Mystery', 'Puzzle', 'Single player', 'Action', 'assassin', 'Visual Novel', 'Adventure']","['dark', 'abstract', 'crime', 'pax west 2016']","This is the first time ""The Silver Case"" has been fully localized to English.
In this hit, the player takes control of the protagonist, a member of the Special Forces Unit ""Republic"", from a first-person perspective. The game takes inspiration from the adventure and novel genres, leading the player through an in-depth story in which the truth is gradually revealed as they solve various puzzles, offering a fresh and unique experience. ""1999 - the ""24 Wards"". A string of mysterious serial killings plagues the city.
The detectives of the 24 Wards Heinous Crimes Unit have their eyes on one man: Kamui Uehara, legendary serial killer and assassin of a number of government officials 20 years prior in the now-famous ""Silver Case"". However, nobody knows the true identity of Kamui.

Has he really returned? Who is this infamous serial killer?"""
Alice: Madness Returns,"['Electronic Arts', 'Spicy Horse Games']","['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Adventure', 'Brawler', 'Platform', 'Puzzle', 'Quiz/Trivia', 'Action', 'Horror', 'Single player', 'side-scrolling', 'turn-based', 'female protagonist']","['ghosts', 'bloody', 'murder', 'samurai', 'minigames', 'shark', 'turn-based', 'death', 'robots', '2.5d', 'horse', 'frog', 'maze', 'doctor', 'rabbit', 'female protagonist', 'insanity', 'action-adventure', 'side-scrolling', 'steam', 'bird', 'backtracking', 'achievements', 'time limit', 'undead', 'traps', 'blocks', 'based on - book', 'revenge', 'snow', 'camera', 'dice', 'sequel', 'level selection', 'talking animals', 'darkness', 'boss fight', 'fixed camera', 'explosion', 'block puzzle', 'digital distribution', 'floating blocks', 'anthropomorphism', 'playstation trophies', 'alternate costumes', 'playing cards', 'voice acting', 'cat', 'bink video', 'human', 'polygonal 3d', 'mouse', 'shopping', 'bow and arrow', 'upgradeable weapons', 'game reference', 'collectibles', 'ea app', 'cartoon cutscene', 'original soundtrack release', 'unlockables', 'wasd movement', 'non-player character', 'descendants of other characters', 'fake in-game advertising', 'corpse', 'ice stage', 'snail', 'checkpoints', 'treasure chest', 'unstable platforms', 'character growth', 'royalty', 'downloadable content', 'auto-aim', 'xbox live', 'melee', 'auto-saving', 'underwater gameplay', 'octopus', 'secret area', 'infinite ammo', 'invisible enemy', 'unbeatable enemies', 'vision obstruction', 'shielded enemies', 'difficulty level', 'multi-phase boss', 'self-referential humor', 'scary children', 'female antagonist', 'multiple gameplay perspectives', 'yeti', 'floating island', 'moving platforms', 'destructible environment', 'no hud', 'been here before', 'water level', 'xbox one backwards compatibility', 'invisible wall', 'predecessor included', 'tentacles', 'auto-scrolling levels', 'disorientation', 'hallucination', 'game with chapters', 'domino', 'games on demand', 'chessboard', 'plot twist', 'boss assistance', 'completion percentage', 'gliding', 'splash damage', 'ambient music', 'overweight character', 'environmental kill', 'flashback', 'scripted events', 'new game plus', 'jumping puzzle', 'balance platforms', 'propaganda', 'cutscene menu', 'severed limbs', 'new purchase incentives', 'infinite spawn', 'context sensitive', 'falling object', 'combat-based platformer', 'secret achievements', 'swarming enemies', 'foreshadowing', 'persistent enemy', 'forced slow walking', 'another world', 'tragic hero', 'corruption', 'dark second act', 'rotating platforms', 'pedophilia', 'selective invincibility', 'pc to console port', 'tokyo game show 2010']","Return to Wonderland and experience an all new nightmare as Alice fights to regain her sanity as she fights for the truth behind her past. Can Alice save Wonderland - and herself - from the madness that consumes them both? Within events of the first game, Alice Liddell, believing herself responsible for a fire that consumed her home and her family, escapes into a twisted version of Wonderland. While held at Rutledge Asylum for treatment, Alice was able to conquer her doubts, and eventually was released from the ward. Madness Returns takes place in 1875, a year after Alice's release. Alice, now 19 years old,[6] resides at an orphanage in Victorian London, under the care of Dr. Angus Bumby, a psychiatrist who uses hypnosis to help his child patients forget their memories. Though she believes that she is fine, Alice still suffers from hallucinations of Wonderland.

During an errand, Alice is struck by a hallucination and believes herself to be in Wonderland again. Though initially idyllic, the peaceful land quickly becomes corrupted by the Infernal Train that rampages through it, leaving behind the Ruin, a force that attempts to stop Alice. Alice meets with the Cheshire Cat who affirms that it is some outside force, not Alice, that has caused this corruption, and urges her to seek out former friends and foes to discover the source of the Train. Throughout the rest of the game, Alice briefly returns to reality between episodes occurring within Wonderland. In the real world, Alice learns from the family lawyer that her sister, Elizabeth (nicknamed ""Lizzie""), was first to die in the fire, despite being the farthest from its source, and had been locked in her room.

Within the corrupted Wonderland, Alice attempts to learn more from Wonderland's various citizens, including the Duchess, the Mad Hatter, the Mock Turtle, the Walrus and the Carpenter, and the Caterpillar. She is ultimately told that the Queen of Hearts still lives despite her defeat at Alice's hands before, though in a diminished capacity. At the Queen's castle, Alice discovers the Queen's true form, which resembles her younger self. The Queen reveals that an entity called the Dollmaker has taken over the Infernal Train and is corrupting Wonderland.

Returning to London, Alice starts to recall her memories of the night of the fire and realizes that Dr. Bumby was there. He is responsible for the death of her sister and her whole family. She comes to the conclusion that Dr. Bumby is attempting to erase the memories of the fire from her mind and, as he has done with other children, trying to leave her as a ""blank toy"" to be taken by abusive masters and child molesters for a price. Furious, Alice confronts both Dr. Bumby in the real world at the Moorgate station and Dr. Bumby's Wonderland counterpart, the Dollmaker, in her fantasy on the Infernal Train. Dr. Bumby admits to his crimes, and even attests to setting Alice's home on fire after Lizzie refused his advances, removing any witnesses to his having raped her that night. He points out that by wiping out her Wonderland, he will make her forget the events of that night, while he will continue as a member of high society. Alice defeats the Dollmaker in Wonderland, giving her the strength in the real world and in her mind to push Dr. Bumby into the path of an oncoming train, killing him.

As Alice leaves the station, she finds herself in a hybrid vision of London mixed with Wonderland, Londerland. Alice wanders into the unknown terrain as the Cheshire Cat monologues that Alice has found the truth that was ""worth the pain fighting for"", and Wonderland, though damaged, is safe for the time being."
AI: The Somnium Files - Nirvana Initiative,['Spike ChunSoft'],"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Mystery', 'Puzzle', 'Single player', 'Thriller', 'Action', 'Science fiction', 'Visual Novel', 'Adventure', 'anime']","['anime', 'detective']","Newly-appointed Special Agent Mizuki and her AI partner Aiba are tasked to solve the bizarre Half Body serial killings in this sequel to the critically acclaimed AI: The Somnium Files. Six years ago, the right half of a corpse was discovered under mysterious circumstances. The left half was never found…until six years later, when it was discovered completely fresh with no signs of decay, as though the victim was alive until just recently. Now, newly-appointed Special Agent Mizuki and her AI partner Aiba are tasked to solve the bizarre Half Body serial killings…"
Grand Theft Auto VI,"['Take-Two Interactive', 'Rockstar Games']","['PlayStation 5', 'Xbox Series X|S']","['immersive', 'Shooter', 'exploration', 'Simulator', 'multiple endings', 'Racing', 'Single player', 'Open world', 'Arcade', 'Multiplayer', 'Action', 'assassin', 'Sandbox', 'Co-operative', 'Stealth', 'Adventure', 'Comedy']","['vehicular combat', 'bloody', 'murder', 'crime', 'realistic', 'human']","Grand Theft Auto VI heads to the state of Leonida, home to the neon-soaked streets of Vice City and beyond in the biggest, most immersive evolution of the Grand Theft Auto series yet."
The Legend of Heroes: Trails to Azure,"['NIS America', 'Nihon Falcom']","['PC (Microsoft Windows)', 'PlayStation 4', 'Nintendo Switch']","['Turn Based Strategy', 'Action', 'Fantasy', 'Science fiction', 'Drama', 'Single player', 'anime', 'jrpg']","['anime', 'jrpg', 'sequel', 'turn-based combat']","The Legend of Heroes: Trails to Azure is the fifth installment in the main Trails series, serving as a direct sequel to the events of the The Legend of Heroes: Trails from Zero and the ending to the Crossbell arc. The game follows the Special Support Section with more members and more cases to solve."
Five Nights at Freddy's 2,"['Clickteam', 'Scottgames']",['PC (Microsoft Windows)'],"['Indie', 'Simulator', 'Point-and-Click', 'Survival', 'Single player', 'Horror', 'Action', 'Strategy', 'Stealth', 'Adventure']","['robots', 'hiding', 'sequel', 'steam greenlight', 'digital distribution', 'titular antagonist', 'jump scare moment', 'day-based narrative', 'mascot horror']","Welcome back to the new and improved Freddy Fazbear's Pizza!

In Five Nights at Freddy's 2, the old and aging animatronics are joined by a new cast of characters. They are kid-friendly, updated with the latest in facial recognition technology, tied into local criminal databases, and promise to put on a safe and entertaining show for kids and grown-ups alike!

What could go wrong?

As the new security guard working nights, your job is to monitor cameras and make sure nothing goes wrong after-hours. The previous guard has complained about the characters trying to get into the office (he has since been moved to day-shift). So to make your job easier, you've been provided with your very own empty Freddy Fazbear head, which should fool the animatronic characters into leaving you alone if they should accidentally enter your office.

As always, Fazbear Entertainment is not responsible for death or dismemberment. Freddy Fazbear's Pizzeria is a family-friendly restaurant themed around lovable animatronics that sing during the day, a place of fun and joy for children and parents alike. At night, however, the restaurant takes a dark turn, and those same animatronics take to roaming the halls of the pizzeria. As the new night shift security guard, Jeremy Fitzgerald has to work the night shift, from 12-6 AM, for 5 days. Jeremy's job as the night guard is to watch over the animatronics via cameras around the pizzeria, using a flashlight to see inside dark areas - including the shadowed, doorless hallway that leads into the office."
Geometry Dash,['RobTop Games'],"['PC (Microsoft Windows)', 'Mac', 'Android', 'iOS']","['Adventure', 'Arcade', 'Indie', 'Music', 'Platform', 'Action', 'Science fiction', 'Single player', '2d', 'difficult']","['level editor', '2d', 'difficult', 'steam', 'achievements', 'abstract', 'music and rhythm', 'color customization', 'in-game map editor']","Jump and fly your way through danger in this rhythm-based action platformer!

Prepare for a near impossible challenge in the world of Geometry Dash. Push your skills to the limit as you jump, fly and flip your way through dangerous passages and spiky obstacles."
Chained Echoes,"['Ark Heiral', 'Deck13 Spotlight']","['Linux', 'PC (Microsoft Windows)', 'Mac', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Adventure', 'Indie', 'Strategy', 'Turn Based Strategy', 'Action', 'Fantasy', 'Single player', 'jrpg']","['story driven', 'jrpg']","Take up your sword, channel your magic or board your Mech. Chained Echoes is a 16-bit SNES style RPG set in a fantasy world where dragons are as common as piloted mechanical suits. Follow a group of heroes as they explore a land filled to the brim with charming characters, fantastic landscapes and vicious foes. Can you bring peace to a continent where war has been waged for generations and betrayal lurks around every corner?"
Cave Story,"['Oonaki WWW', 'Studio Pixel']","['Linux', 'PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Indie', 'Shooter', '2d', 'side-scrolling', 'exploration', 'multiple endings', 'Single player', 'difficult', 'Platform', 'Action', 'Science fiction', 'Adventure', 'Comedy', 'anime']","['exploration', 'anime', 'retro', '2d', 'metroidvania', 'frog', 'difficult', 'action-adventure', 'classic', 'cute', 'pixel graphics', 'story rich', 'great soundtrack', 'battle', 'replayability']","A side-scrolling platformer in which a robot traverses a strange world that has been thrown into disorder due to its violent history and a doctor that is attempting to exploit the inhabitants to aid him in his own pursuit for power. You wake up in a dark cave with no memory of who you are, where you came from or why you're in such a place. Uncovering Mimiga Village you discover that the once-carefree Mimigas are in danger at the hands of a maniacal scientist. The Mimigas’ only hope rest squarely on the shoulders of a quiet, amnesiac boy who can't remember his own name."
Life is Strange: True Colors,"['Deck Nine', 'Square Enix']","['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'PlayStation 5', 'Xbox Series X|S', 'Google Stadia']","['Mystery', 'Indie', 'exploration', 'Fantasy', 'Puzzle', 'Single player', 'Thriller', 'female protagonist', 'Action', 'Drama', 'Science fiction', 'RPG', 'Adventure']","['exploration', 'story driven', 'cinematic', 'supernatural', 'narrative-driven', 'dialogue trees', 'atmospheric', 'psychological', 'emotional', 'story rich', 'choices matter', 'teenager', 'superpowers', 'narrative', 'lgbtq+', 'meaningful choices', 'dramatic']","Life is Strange is a series of award-winning and critically-acclaimed narrative adventure games. Discover a universe where everyday heroes wield supernatural powers, while dealing with real challenges, real relationships, and real emotions. It's our world... with a twist of the strange. No matter your choices, the experience will stay with you forever. Deep in the mountains of Colorado, you'll find Haven Springs, a small mining town filled with beauty and mystery. As Alex, you'll discover the shocking secrets behind your brotherâ€™s death in an emotional roller-coaster of an adventure, using your psychic power of Empathy to change fate and change lives. Alex Chen hides her 'curse': the supernatural ability to absorb and manipulate the strong emotions of others. When her brother dies in a so-called accident, she must embrace her volatile power to find the truth — and reveal dark secrets buried by the town."
F.E.A.R.,"['Monolith Productions', 'Vivendi Universal']","['PC (Microsoft Windows)', 'Mac']","['Shooter', 'Action', 'Single player', 'immersive']",[],"""F.E.A.R."" (First Encounter Assault Recon) is a critically acclaimed first-person shooter game released in 2005, developed by Monolith Productions and published by Sierra Entertainment. Blending psychological horror with intense combat, ""F.E.A.R."" puts players in the role of a point man in a special forces team tasked with containing a mysterious and powerful paranormal threat. The game's advanced AI, atmospheric storytelling, and impressive graphics create a deeply immersive experience. Players must navigate through dark, foreboding environments, battling both human enemies and supernatural entities while uncovering the dark secrets behind the paranormal phenomena. Renowned for its tense atmosphere, dynamic firefights, and haunting narrative, ""F.E.A.R."" stands out as a landmark title in the horror shooter genre."
Hitman 3,['IO Interactive'],['Nintendo Switch'],"['Shooter', 'multiple endings', 'Single player', 'Thriller', 'difficult', 'Multiplayer', 'Action', 'assassin', 'Sandbox', 'Co-operative', 'Stealth', 'Adventure', 'Tactical']",[],"Hitman 3 is the dramatic conclusion to the World of Assassination trilogy. Become Agent 47, a legendary assassin and use creativity and improvisation to execute the most ingenious and spectacular eliminations, in sprawling sandbox locations all around the globe."
Beyond: Two Souls,"['Quantic Dream', 'Sony Computer Entertainment']","['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4']","['Adventure', 'Action', 'Science fiction', 'Thriller', 'Drama', 'Single player', 'Multiplayer', 'Co-operative', 'multiple endings', 'sexual content', 'female protagonist']","['modern warfare', 'ghosts', 'helicopter', 'motorcycle', 'drugs', 'guitar playing', 'christmas', 'cinematic', 'female protagonist', 'hand-to-hand combat', 'action-adventure', 'religion', 'supernatural', 'war', 'multiple protagonists', 'multiple endings', 'dialogue trees', 'snow', 'dog', 'singing', 'slow-motion', 'climbing', 'islam', 'possession', 'darkness', 'snowman', 'horse riding', 'sexual content', 'fixed camera', 'single-player only', 'platform exclusive', 'playstation trophies', 'modern military', 'bink video', 'human', 'polygonal 3d', 'profanity', 'pregnancy', 'descendants of other characters', 'playstation experience 2015', 'moral decisions', 'branching storyline', 'vending machine interaction', 'pax prime 2013', 'gamescom 2013', 'political thriller', 'coming of age', 'e3 2013', 'terrorists', 'interactive environments', 'tokyo game show 2013', 'controversy', 'surveillance camera', 'motion capture animation', 'dynamic soundtrack', 'quick time event', 'character models based on actual people', 'superpowers', 'e3 2012', 'astral projection', 'escape from exploding building', 'sixaxis support', 'regional censorship']","A unique psychological action thriller delivered by A-list Hollywood performances by Elliot Page and Willem Dafoe, Beyond: Two Souls takes you on a thrilling journey across the globe as you play out the remarkable life of Jodie Holmes. Experience the most striking moments throughout 15 years of Jodie’s life as she grows from a confused child into a crack CIA agent, and discovers who she really is. As she traverses the globe, Jodie will face incredible challenges set against a backdrop of emotionally-charged events never before seen in a video game. Create your own personal journey as your decisions and actions shape the course of the story."
Mortal Kombat 1,"['WB Games', 'NetherRealm Studios']","['PC (Microsoft Windows)', 'Nintendo Switch', 'PlayStation 5', 'Xbox Series X|S']","['Fantasy', 'elves', 'Fighting', 'Single player', 'Multiplayer', 'Action', 'Adventure']","['violence', 'gore']","A new era has begun. It's In Our Blood. Discover a reborn Mortal Kombat Universe created by Fire God Liu Kang. Mortal Kombat 1 ushers in a new era of the iconic franchise with a new fighting system, game modes, and Fatalities!"
