game_title,dev_team,platforms,primary_tags,keywords,game_summary,rake_summary,lemma_summary
Moonlighter,"['digitalsungames', '11bitstudios']",['pc'],"['singleplayer', 'simulator', 'indie', 'rpg', 'action', 'turnbased', 'brawler', 'fantasy', 'adventure', 'action', 'hero', 'build', 'element', 'previous', 'rpg', 'dream', 'reveal']","['vampire', 'magic', 'turn-based', 'roguelike', 'robots', 'frog', 'rabbit', 'forest', 'village', 'fairy', 'bird', 'dracula', 'traps', 'japan', 'snow', 'camera', 'shanghai', 'youkai', 'puppet', 'maid', 'magical girl', 'spider', 'cat', 'human', 'mouse', 'heterochromia', 'poisoning', 'phoenix', 'phantom', 'touhou project', 'tiger', 'bug', 'bunny', 'fangame', 'conversation', 'touhou fangame', 'magician', 'third eye', 'level up', 'half-human', 'doujin game']","Moonlighter is an Action RPG with rogue-lite elements that demonstrates two sides of the coin – revealing everyday routines of Will, an adventurous shopkeeper that secretly dreams of becoming a hero. Reimu has taken care of the train-related anomaly. Then she receives word from Rinnosuke Morichika, who was investigating the previous anomaly, that the cause of the anomaly is the moon.
In order to build a rocket to go to the moon, Reimu goes to Kawashiro Nitori at her usual pace. Is she going to be all right in such a condition?",coin reveal everyday routine,moonlighter action rpg roguelite element demonstrate coin reveal everyday routine adventurous shopkeeper secretly dream hero reimu care trainrelated anomaly receive word rinnosuke morichika investigate previous anomaly anomaly moon build rocket moon reimu kawashiro nitori usual pace condition
Saints Row 2,"['volition', 'thq']","['pc', 'playstation3', 'xbox360']","['shooter', 'aliens', 'sciencefiction', 'comedy', 'singleplayer', 'multiplayer', 'sidescrolling', 'openworld', 'cooperative', 'multipleendings', 'action', 'assassin', 'elves', 'racing', 'exploration', 'sandbox', 'adventure', 'femaleprotagonist', 'game', 'time', 'fight', 'city', 'event', 'protagonist', 'street', 'seek']","['pirates', 'helicopter', 'assassin', 'motorcycle', 'bloody', 'ninja', 'drugs', 'minigames', 'organized crime', 'burnout', 'shark', 'voxel', 'monster truck', 'skydiving', 'gangs', 'female protagonist', 'flight', 'action-adventure', 'steam', 'achievements', 'online', 'building', 'artificial intelligence', 'custom soundtrack', 'crime', 'drifting', 'camera', 'easter egg', 'hollywood', 'nudity', 'over the shoulder', 'economy', 'singing', 'sequel', 'bear', 'day/night cycle', 'race cars', 'playstation network', 'airplane', 'sexual content', 'explosion', 'digital distribution', 'xbox controller support for pc', 'steam cloud', 'playstation trophies', 'rivaling factions', 'customizable characters', 'customization', 'world map', 'voice acting', 'corrupt government', 'bink video', 'polygonal 3d', 'mouse', 'shopping', 'game reference', 'licensed soundtrack', 'unlockables', 'go', 'wasd movement', 'humble bundle', 'non-player character', 'profanity', 'vehicle customization', 'retail games with steam activation', 'playstation plus', 'ragdoll physics', 'escort mission', 'checkpoints', 'falling damage', 'character creation', 'side quests', 'pick your gender', 'downloadable content', 'xbox live', 'melee', 'auto-saving', 'real-time combat', 'useable vehicles', 'a.i. companion', 'instant kill', 'infinite ammo', 'betrayal', 'difficulty level', 'wilhelm scream', 'internet culture reference', 'parrot', 'movie reference', 'vending machine interaction', 'falling sequence', 'video game characters that play video games', 'christianity', 'arcade cabinet', 'cheat code', 'conveyor belt', 'law', 'in-game radio', 'theft', 'trophies', 'controversy', 'games on demand', 'onlive', 'multiple enemy boss fights', 'high definition graphics', 'dolby digital', 'wrestling moves in non-wrestling games', 'quick time event', 'poverty', 'banter during gameplay', 'fan service', 'compact disc', 'blender', 'women in refrigerators syndrome', 'sex change', 'zero to hero', 'dual wielding', 'working for the enemy', 'propaganda', 'escaping imprisonment', 'censored version', 'nameless protagonist', 'outside of the map', 'anarchism', 'disc streaming', 'sociopathy', 'secret achievements', 'phoenix', 'sex work', 'renovation', 'slip cover packaging', 'persistent world', 'police chase', 'sports cars', 'notoriety system', 'psychics', 'carjacking', 'false death', 'demolition derby', 'surgery in game', 'metagame', 'aberrant a.i. behaviour', 'sixaxis support', 'femme fatale', 'cheetah', 'wheelman', 'e3 2010', 'platinum', 'e3 2009', 'e3 2008', 'pax 2008', 'roaming the countryside', 'miami', 'lgbtq+']","After the events of the first game, the protagonist awakens from a coma to find that the Third Street Saints have all but disappeared. Much like Saints Row, you are charged with retaking the city from three rival gangs, only this time as the leader of the saints. While fighting the Sons of Samedi, The Brotherhood, and The Ronin, the Saints also antagonize the Ultor Corporation, which seeks to eradicate gang violence in Stilwater once and for all.",saint row,event game protagonist awaken coma street saint disappear saint row charge retake city rival gang time leader saint fight son samedi brotherhood ronin saint antagonize ultor corporation seek eradicate gang violence stilwater
Carrion,"['devolverdigital', 'phobiagamestudio']","['linux', 'pc', 'mac', 'playstation4', 'xboxone', 'nintendoswitch', 'playstation5']","['sciencefiction', 'platform', 'horror', 'singleplayer', 'indie', 'action', '2d', 'immersive', 'metroidvania', 'exploration', 'adventure', 'game', 'ability', 'unique', 'horror', 'role', 'hunt', 'alien']","['exploration', 'evolution', 'bloody', 'dark', 'physics', '2d', 'metroidvania', 'lovecraftian', 'gore', 'atmospheric', 'pixel art', 'pixel graphics', 'violent', 'villain protagonist', 'non-linear storytelling', 'immersive', 'challenging', 'power-ups', 'monster', 'reverse horror']",Carrion is a reverse horror game in which you assume the role of an amorphous alien being. Use your unique otherworldly abilities to your advantage and hunt down your prey!,,carrion reverse horror game assume role amorphous alien unique otherworldly ability advantage hunt prey
Cave Story+,"['nicalis', 'inc']","['linux', 'pc', 'mac', 'nintendoswitch']","['shooter', 'sciencefiction', 'comedy', 'anime', 'platform', 'singleplayer', 'sidescrolling', 'indie', 'multipleendings', 'action', '2d', 'difficult', 'exploration', 'adventure', 'game', 'dark', 'discover', 'bring', 'epic', 'uncover', 'boy', 'hope', 'village']","['exploration', 'anime', 'retro', '2d', 'metroidvania', 'frog', 'difficult', 'action-adventure', 'classic', 'cute', 'pixel graphics', 'story rich', 'great soundtrack', 'battle', 'replayability']","A fun epic 2D platformer side scroller that brings a refreshing look to not only retro games, but this is what a ""Remastered Edition"" looks like. Now with multiple endings. You wake up in a dark cave with no memory of who you are, where you came from or why you're in such a place. Uncovering Mimiga Village you discover that the once-carefree Mimigas are in danger at the hands of a maniacal scientist. The Mimigas’ only hope rest squarely on the shoulders of a quiet, amnesiac boy who can't remember his own name.",fun epic platformer scroller,fun epic platformer scroller bring refreshing retro game remastered edition multiple wake dark cave memory uncover mimiga village discover oncecarefree mimigas danger hand maniacal scientist mimigas hope rest squarely shoulder quiet amnesiac boy remember
Final Fantasy XII,"['squareenixproductdevelopmentdivision4', 'squareenix']",['playstation2'],"['aliens', 'postapocalyptic', 'swordsorcery', 'multiplayer', 'elves', 'adventure', 'femaleprotagonist', 'drama', 'turnbasedstrategy', 'tactical', 'action', 'historical', 'singleplayer', 'warfare', 'survival', 'assassin', 'sandbox', 'sciencefiction', 'anime', 'jrpg', 'rpg', 'openworld', 'cooperative', 'multipleendings', 'strategy', 'difficult', 'turnbased', 'brawler', 'fantasy', 'game', 'war', 'land', 'create', 'meet', 'kingdom', 'dream', 'princess']","['pirates', 'magic', 'grinding', 'minigames', 'story driven', 'kingdom', 'turn-based', 'prequel', 'summoning support', 'death', 'military', 'steampunk', 'action-adventure', 'micromanagement', 'multiple protagonists', 'backtracking', 'princess', 'artificial intelligence', 'dialogue trees', 'sacrifice', 'conspiracy', 'mad scientist', 'day/night cycle', 'sword & sorcery', 'boss fight', 'explosion', 'anthropomorphism', 'attributes', 'leveling up', 'voice acting', 'human', 'polygonal 3d', 'shopping', 'skill points in game', 'bow and arrow', 'loot gathering', 'transforming boss', 'love triangle', 'rat', 'party system', 'special attacks', 'full motion video', 'original soundtrack release', 'motion blur', 'non-player character', 'profanity', 'save point', 'tyrannosaurus rex', 'treasure chest', 'side quests', 'resistance', 'questing', 'potion', 'melee', 'real-time combat', 'a.i. companion', 'blindness', 'male antagonist', 'stat tracking', 'optional boss', 'in-game achievements', 'political thriller', 'mercenary', 'coming of age', 'floating island', 'depression', 'terrorists', 'british accent', 'healer', 'been here before', 'level cap', 'skill tree', 'motion capture animation', 'multiple enemy boss fights', 'particle system', 'summoners', 'plot twist', 'cutscene pause', 'tech trees', 'pausable real time combat', 'regicide', 'mana', 'not-so-bad guys', 'teenager', 'androgyny', 'in-engine cinematic', 'ai programming', 'poisoning', 'scripted events', 'surprising character switches', 'basilisks', 'fast traveling', 'innocent people die', 'context sensitive', 'airship', 'disc streaming', 'restoration', 'creature compendium', 'status effects', 'black magic', 'seasons', 'fictional currencies', 'tragic hero', 'pickpocketing anatomy', 'steelbook', 'bounty hunting', 'corruption', 'heroic sacrifice', 'war veterans', 'dark past', 'j-pop', 'evil empire', 'reluctant hero', 'adamantium', 'greatest hits', 'white magic', 'geomancer', 'passive ability', 'kill quest', 'pom-pom', 'tragic villain', 'promotional drink tie-in', 'international version', 'e3 2006', 'e3 2005', 'e3 2004', 'localized soundtrack', 'soft reset', 'fate']","The game takes place in the fictional land of Ivalice, where the empires of Archadia and Rozarria are waging an endless war. Dalmasca, a small kingdom, is caught between the warring nations. When Dalmasca is annexed by Archadia, its princess, Ashe, creates a resistance movement. During the struggle, she meets Vaan, a young adventurer who dreams of commanding an airship. They are quickly joined by a band of allies; together, they rally against the tyranny of the Archadian Empire.",,game fictional land ivalice empire archadia rozarria wag endless war dalmasca kingdom catch war nation dalmasca annex archadia princess ashe create resistance movement struggle meet vaan adventurer dream command airship band ally rally tyranny archadian empire
Subway Surfers,['kiloogames'],['arcade'],"['arcade', 'platform', 'singleplayer', 'adventure', 'escape']",[],"DASH as fast as you can!
DODGE the oncoming trains!

Help Jake, Tricky & Fresh escape from the grumpy Inspector and his dog.",,dash fast dodge oncoming train jake tricky fresh escape grumpy inspector dog
Conker's Bad Fur Day,"['gradiente', 'rare']",['nintendo64'],"['shooter', 'puzzle', 'comedy', 'platform', 'singleplayer', 'multiplayer', 'splitscreen', 'action', 'fantasy', 'adventure', 'game', 'player', 'enemy', 'explore', 'action', 'item', 'encounter', 'mechanic']","['world war ii - ww2', 'dinosaurs', 'vampire', 'adult', 'shark', 'parody', 'death', 'caveman', 'action-adventure', 'war', 'bullet time', 'undead', 'capture the flag', 'dark humor', 'tank', 'easter egg', 'mad scientist', 'talking animals', 'squirrel', 'boss fight', 'explosion', 'death match', 'anthropomorphism', 'throwing weapons', 'split-screen multiplayer', 'voice acting', 'scatological humor', ""protagonist's name in the title"", 'developer voice acting', 'polygonal 3d', 'animal antagonist', 'breaking the fourth wall', 'pop culture reference', 'skeletons', 'collectibles', 'bull', 'extreme violence', 'profanity', 'tyrannosaurus rex', 'falling damage', 'wilhelm scream', 'fake glitch', 'movie reference', 'robbery', 'video game characters that play video games', 'canonical death', 'non-linear storytelling', 'villain', 'anti-hero', 'controversy', 'pre-order exclusive', 'team deathmatch', 'e3 2000', 'fan service', 'women in refrigerators syndrome', 'propaganda', 'context sensitive', 'nobilitease', 'dark second act', 'lgbtq+', 'suggestive themes', 'retroachievements', 'rumble pak', 'dinosaur riding', 'nintendo 64 exclusive']","Humorous action-platformer that does away with the tedious item collection found in most games in the genre. Instead, BFD employs a combination of standard jump, run and explore mechanics and context-sensitive gags and actions. For instance, in the beginning of the game, by pressing the B button on the first pad he encounters, Conker drinks some Alka-Seltzer to wipe out his hangover, at which point players can proceed forward. Later on these pads are used to activate a slingshot and throwing knives; to turn Conker into an anvil and drop downward; to shoot automatic, double-handed guns; to activate a The Matrix-inspired slow-motion effect and flip through the air shooting enemies; and much, much more.",tedious item collection,humorous actionplatformer tedious item collection game genre bfd employ combination standard jump explore mechanic contextsensitive gag action instance game press button pad encounter conker drink alkaseltzer wipe hangover player proceed pad activate slingshot throw knife conker anvil drop downward shoot automatic doublehanded gun activate matrixinspired slowmotion flip air shoot enemy
Castlevania: Harmony of Dissonance,"['konamicomputerentertainmenttokyo', 'konami']","['gameboyadvance', 'wiiu']","['puzzle', 'platform', 'singleplayer', 'horror', 'sidescrolling', 'multiplayer', 'adventure', 'rpg', 'openworld', 'multipleendings', 'action', '2d', 'assassin', 'exploration', 'brawler', 'sandbox', 'fantasy', 'time', 'power', 'fight', 'friend', 'explore', 'land', 'return', 'save', 'original', 'create', 'journey', 'defeat', 'kill', 'evil', 'destroy', 'escape', 'leave', 'final', 'meet', 'death', 'change', 'search', 'mystery', 'form', 'castle', 'live', 'encounter', 'fate', 'collect', 'lose', 'rescue', 'reveal', 'enter', 'continue']","['exploration', 'metroidvania', 'side-scrolling', 'skeleton', 'explorable world', 'exploration driven', 'skeletons', 'reptilian humanoid', 'wii u virtual console', 'fan translation - portuguese']","Nearly fifty years has past since Simon Belmont rescued the land from the curse of Dracula. Now, Simon's descendant Juste Belmont, must acquire the relics of Dracula to unravel the disappearance of his childhood friend Lydie. The castle's enchanting mysteries and danger await all those who dare enter. Juste meets Maxim at a castle where Lydie is being held captive; after a brief talk, he leaves Maxim outside and begins to explore the castle. Within the castle, Juste encounters Death, who confirms that the castle is Dracula's. He then meets up with a dazed Maxim, whose memory is slowly returning to him, and they split up to cover more ground. While trekking through the castle, Juste notices that the castle sometimes has different atmospheres. He continues to encounter Maxim, but is baffled by how his friend seems to change personalities periodically. Regardless, in one of their meetings, Maxim reveals that he went on a journey to find and destroy the remains of Dracula, something Simon Belmont had previously done, but when he collected all six, his memory went blank.

Juste encounters Death again, who explains that the castle has been split in two ""layers"" to accommodate the two spirits living in Maxim's body: his original spirit and an evil one created from Dracula's remains and his suppressed jealousy of Juste. Maxim later confirms this and admits to being Lydie's kidnapper. Juste meets his friend again in the other layer of the castle where he reveals that he lost his memory to protect Lydie. He then gives Juste his bracelet to help him locate her in the castle. However, when Juste finds her, Death kidnaps her to use her blood as a means to unite the two castles by destroying Maxim's spirit. Juste defeats Death, and proceeds to search for Maxim. Along the way, he accumulates Dracula's remains, which are scattered throughout the castle. In the center of the castle, he finds Maxim with an unconscious Lydie.

Three endings exist. In the first, Maxim, possessed, has already bitten Lydie. With Maxim's defeat, Juste escapes the collapsing castle alone and curses his inability to save either friend. In the second, Maxim struggles against the possession and urges Juste to kill him. In his final moments, he thanks Juste for killing him and reveals that he had wished to save him from his fate as a Belmont. Outside the castle, Lydie awakens, unharmed, and tells Juste not to blame himself for Maxim's death. The third ending begins the same as the first, except that, during the fight, Maxim notices that Juste wore his bracelet and resists the possession. Dracula flees into a weakened form using the gathered remains and fights Juste, planning to use his blood to return himself to full power. Vanquishing him, Juste escapes the castle together with Maxim and Lydie, whose bite marks disappear by the time she regains consciousness. Outside the castle, the three resolve to return home.",simon belmont rescue bite mark disappear,simon belmont rescue land curse dracula simon descendant juste belmont acquire relic dracula unravel disappearance childhood friend lydie castle enchant mystery danger await enter juste meet maxim castle lydie hold captive talk leave maxim explore castle castle juste encounter death confirm castle dracula meet dazed maxim memory slowly return split cover ground trek castle juste notice castle atmosphere continue encounter maxim baffle friend change personality periodically meeting maxim reveals journey destroy remains dracula simon belmont collect memory blank juste encounter death explain castle split layer accommodate spirit live maxim body original spirit evil create dracula remains suppressed jealousy juste maxim confirm admit lydie kidnapper juste meet friend layer castle reveal lose memory protect lydie juste bracelet locate castle juste death kidnap blood unite castle destroy maxim spirit juste defeat death proceeds search maxim accumulate dracula remain scatter castle center castle maxim unconscious lydie exist maxim possess bite lydie maxim defeat juste escape collapse castle curse inability save friend maxim struggle possession urge juste kill final moment juste kill reveals save fate belmont castle lydie awakens unharmed juste blame maxim death fight maxim notice juste wear bracelet resist possession dracula flee weakened form gathered remains fight juste planning blood return power vanquish juste escape castle maxim lydie bite mark disappear time regain consciousness castle resolve return
LittleBigPlanet 2,"['mediamolecule', 'sonycomputerentertainment', 'inc']",['playstation3'],"['puzzle', 'comedy', 'platform', 'multiplayer', 'singleplayer', 'cooperative', 'action', 'kids', 'sandbox', 'adventure', 'game', 'player', 'series', 'battle', 'feature', 'event', 'save', 'include', 'original', 'journey', 'defeat', 'destroy', 'version', 'bring', 'video', 'develop', 'sequel', 'puzzle', 'planet', 'build', 'environment', 'rescue', 'continue', 'playstation', 'army']","['local multiplayer', 'gamescom 2012', 'cross-controller', 'playstation home tie-in']","LittleBigPlanet 2 is a puzzle platformer video game centered around user-generated content, first announced on May 8th, 2010 in the June 2010 issue of gaming magazine Game Informer. The game was developed by Media Molecule and published by Sony Computer Entertainment Europe for the PlayStation 3 console, and is the last major Little Big Planet game in the series to be produced by Media Molecule, as the sequel, Little Big Planet 3 would be produced by Sumo Digital, Tarsier Studios, and The Station.

Unlike the original LittleBigPlanet which was marketed as a ""Platform game"", LittleBigPlanet 2 was marketed as a ""Platform for Games"". The game is 100% backwards compatible with all user-created content (including personal profiles) from the first game. It is a direct sequel to LittleBigPlanet, and the third game in the series. The disc also features Sackboy's Prehistoric Moves, a ModNation Racers demo, as well as a PlayStation Network tutorial video. Players continue Sackboy's journey after the events of the first game and the portable version are brought to an end. An inter-dimensional vacuum cleaner called the Negativitron appears over the skies of LittleBigPlanet and begins to suck up its inhabitants, including Sackboy. Larry Da Vinci (Robbie Stevens), the leader of a semi-secret semi-organised group known as ""The Alliance"", comes to Sackboy's rescue, saving him from the Negativitron (Jeremy Mayne). The organisation is dedicated to battling with the Negativitron and defeating it before it destroys Craftworld (Alternate name for game's environment). After Sackboy passes the tests in Larry's Hideout, he tells him that they must get to Victoria Von Bathysphere's (Judy Sweeney) Laboratory, since she has built a Sackbot army for the Alliance.",puzzle platformer video game center user major planet game planet playstation network tutorial video sony entertainment europe dimensional vacuum clean platform game littlebigplanet game magazine game informer disc feature sackboy,littlebigplanet puzzle platformer video game center usergenerated content june issue game magazine game informer game develop medium molecule publish sony entertainment europe playstation console major planet game series produce medium molecule sequel planet produce sumo digital tarsier studio station original littlebigplanet market platform game littlebigplanet market platform game game compatible usercreated content include personal profile game direct sequel littlebigplanet game series disc feature sackboy prehistoric modnation racer demo playstation network tutorial video player continue sackboy journey event game portable version bring interdimensional vacuum clean negativitron sky littlebigplanet suck inhabitant include sackboy larry da vinci robbie stevens leader semisecret semiorganised alliance sackboy rescue save negativitron jeremy mayne organisation dedicate battle negativitron defeat destroy craftworld alternate game environment sackboy pass larry hideout victoria von bathysphere judy sweeney laboratory build sackbot army alliance
No Rest for the Wicked,"['privatedivision', 'moonstudios']","['pc', 'playstation5', 'xboxseriesx|s']","['drama', 'singleplayer', 'gothic', 'rpg', 'strategy', 'action', 'immersive', 'exploration', 'set', 'action', 'rpg']","['exploration', 'gothic', 'dark fantasy', 'cinematic', 'atmospheric', 'immersive']","From Moon Studios, the award-winning developers of Ori and the Blind Forest and Ori and the Will of the Wisps comes No Rest for the Wicked, a visceral, precision Action RPG set to reinvent the genre.",precision action rpg set,moon studio awardwinning developer ori blind forest ori wisp rest wicked visceral precision action rpg set reinvent genre
Children of the Sun,"['renérother', 'devolverdigital']",['pc'],"['shooter', 'puzzle', 'singleplayer', 'indie', 'strategy', 'action', 'dark', 'war', 'control', 'level', 'kill', 'mysterious', 'master', 'environment', 'style', 'reach', 'truth', 'girl']",[],"Burning with anger, The girl wages a one-woman war against the cult, taking them down cultist by cultist, bullet by bullet, until she reaches her true target: the leader. Along the way she will unravel the dark truth about this mysterious order and the atrocities committed by them in the name of their master. In this tactical third-person puzzle-shooter you assume control of one bullet, guiding it through increasingly complex and challenging levels to kill cultists, trigger traps, and reshape the environment. Every shot counts and ruthless precision is rewarded. Taking down the cult is deeply satisfying; doing it with style even more so.",,burn anger girl wag onewoman war cult cultist cultist bullet bullet reach true target leader unravel dark truth mysterious atrocity commit master tactical thirdperson puzzleshooter assume control bullet guide increasingly complex challenging level kill cultist trigger trap reshape environment shot count ruthless precision reward cult deeply satisfy style
Star Wars: The Force Unleashed II,['lucasarts'],"['linux', 'wii', 'pc', 'playstation3', 'xbox360', 'nintendods', 'ios']","['sciencefiction', 'multiplayer', 'singleplayer', 'adventure', 'rpg', 'multipleendings', 'action', 'assassin', 'brawler', 'fantasy', 'game', 'power', 'enemy', 'dark', 'war', 'force', 'discover', 'return', 'ability', 'hero', 'create', 'journey', 'star', 'escape', 'master', 'sequel', 'attempt', 'search', 'travel', 'introduce', 'ultimate', 'hunt', 'continue']","['death', 'robots', 'star wars', 'action-adventure', 'based on - movie', 'achievements', 'multiple endings', 'sequel', 'playstation network', 'one-man army', 'boss fight', 'explosion', 'digital distribution', 'xbox controller support for pc', 'licensed game', 'challenges', 'playstation trophies', 'alternate costumes', 'voice acting', 'bink video', 'mind control', 'polygonal 3d', 'motion control', 'original soundtrack release', 'motion blur', 'save file unlockables', 'downloadable content', 'xbox live', 'betrayal', 'parrying', 'games with gold', 'difficulty level', 'wii remote infrared pointer gameplay', 'falling sequence', 'leaderboard', 'unlockable difficulty level', 'xbox one backwards compatibility', 'physics manipulation', 'suicide', 'difficulty achievement', 'clone', 'games on demand', 'high definition graphics', 'pre-order exclusive', 'dolby digital', 'quick time event', 'flashback', 'zero to hero', 'aggressive door-opening', 'dual wielding', 'character models based on actual people', 'secret achievements', 'potential love interest', 'evil empire', 'collective conciousness', 'direct continuation', 'pax prime 2010', 'achievement hitching', 'multi-monitor support', 'e3 2010']","The Star Wars Saga continues with Star Wars: The Force Unleashed II, the highly anticipated sequel to the fastest-selling Star Wars game ever created, which has sold more than seven million copies worldwide.

In Star Wars: The Force Unleashed, the world was introduced to Darth Vader’s now fugitive apprentice, Starkiller — the unlikely hero who would ignite the flames of rebellion in a galaxy so desperately in need of a champion. In the sequel, Starkiller returns with over-the-top Force powers and embarks on a journey to discover his own identity and to reunite with his one true love, Juno Eclipse.

In Star Wars: The Force Unleashed II, Starkiller is once again the pawn of Darth Vader — but instead of training his protégée as a ruthless assassin, the dark lord is attempting to clone his former apprentice in an attempt to create the Ultimate Sith warrior. The chase is on — Starkiller is in pursuit of Juno and Darth Vader is hunting for Starkiller.

With all-new devastating Force powers and the ability to dual-wield lightsabers, Starkiller cuts a swath through deadly new enemies across exciting worlds from the Star Wars movies — all in his desperate search for answers to his past. A clone of Starkiller is created by Darth Vader. But after he escapes his master's grasp, he travels across the galaxy to discover who, or what, he really is.",deadly enemy excite sell star war game create worldwide devastate force power star war saga continue star war movie,star war saga continue star war force unleash highly anticipated sequel fastestselling star war game create sell worldwide star war force unleash introduce darth vaders fugitive apprentice starkiller hero ignite flame rebellion galaxy desperately champion sequel starkiller return overthetop force power embarks journey discover identity reunite true love juno eclipse star war force unleash starkiller pawn darth vader train protegee ruthless assassin dark lord attempt clone apprentice attempt create ultimate sith warrior chase starkiller pursuit juno darth vader hunt starkiller allnew devastate force power ability dualwield lightsabers starkiller cut swath deadly enemy excite star war movie desperate search answer clone starkiller create darth vader escape master grasp travel galaxy discover
Final Fantasy V,"['squareenix', 'square']","['pc', 'android', 'ios', 'playstation4', 'nintendoswitch']","['aliens', 'postapocalyptic', 'swordsorcery', 'multiplayer', 'elves', 'adventure', 'femaleprotagonist', 'drama', 'turnbasedstrategy', 'tactical', 'action', 'historical', 'singleplayer', 'warfare', 'survival', 'assassin', 'sandbox', 'sciencefiction', 'anime', 'jrpg', 'rpg', 'openworld', 'cooperative', 'multipleendings', 'strategy', 'difficult', 'turnbased', 'brawler', 'fantasy', 'game', 'player', 'character', 'series', 'explore', 'land', 'discover', 'event', 'original', 'attack', 'release', 'version', 'day', 'final', 'super', 'video', 'develop', 'sequel', 'monster', 'nintendo', 'planet', 'travel', 'castle', 'fantasy', 'king', 'fall', 'encounter', 'rescue', 'princess', 'legend', 'boy', 'playstation', 'japan', 'graphic']",[],"Final Fantasy V is a fantasy role-playing video game developed and published by Square in 1992 as a part of the Final Fantasy series. The game first appeared only in Japan on Nintendo's Super Famicom (known internationally as the Super Nintendo Entertainment System).

It has been ported with minor differences to Sony's PlayStation and Nintendo's Game Boy Advance. An original video animation produced in 1994 called FINAL FANTASY: Legend of the Crystals serves as a sequel to the events depicted in the game. It was released for the PlayStation Network on April 6, 2011, in Japan. An enhanced port of the game, with new high-resolution graphics and a touch-based interface, was released for iPhone and iPad on March 28, 2013, and for Android on September 25, 2013.

FINAL FANTASY V has been praised for the freedom of customization that the player has over the characters, achieved through the greatly expanded Job System. Despite being released only in Japan, the Super Famicom version sold more than two million copies. The PlayStation version has earned ""Greatest Hits"" status, selling more than 350,000 copies. Final Fantasy V begins on a day when the world's wind currents begin to slow and stale. Deeply troubled by this occurrence, the king of Tycoon makes ready to travel to the Wind Shrine on the back of his drake, quelling the worries of his daughter, Princess Lenna. Upon arriving at the Shrine, the king bears witness to the Wind Crystal shattering before his eyes.

Meanwhile, a young traveler named Bartz, resting in the woods near Tycoon, witnesses a meteorite plunge to the planet's surface just outside the castle. Bartz promptly investigates, discovering Lenna lying unconscious from attack. After rescuing her, they discover an old man in the debris with partial amnesia named Galuf. Lenna explains that she had been on her way to the Wind Shrine after her father. Galuf suddenly recalls that it was his original destination as well, opting to accompany her. Though the trio part ways, Bartz soon encounters Lenna and Galuf again assaulted by monsters in a quaking valley. The three travel together, finding all land routes blockaded by the upheavals caused by the meteorite's fall. Exploring a cavern, they encounter a den of pirates and their leader, Faris. With the help of the pirate captain, the group makes its way to the Wind Shrine to discover the shattered Crystal, but no sign of the missing king. The shards react to their presence, however, and an image of Tycoon appears, explaining to them that they must protect those Crystals that yet remain.",super nintendo entertainment greatly expand job traveler bartz original video animation produce discover lenna lie unconscious partial amnesia galuf bartz encounter lenna final fantasy play video game develop final fantasy super famicom version sell,final fantasy fantasy roleplay video game develop publish square final fantasy series game japan nintendo super famicom internationally super nintendo entertainment port minor difference sony playstation nintendo game boy advance original video animation produce final fantasy legend crystal serve sequel event depict game release playstation network april japan enhanced port game highresolution graphic touchbased interface release iphone ipad march android september final fantasy praise freedom customization player character achieve greatly expand job release japan super famicom version sell playstation version earn hit status sell final fantasy day wind current slow stale deeply trouble occurrence king tycoon ready travel wind shrine drake quell worry daughter princess lenna arrive shrine king bear witness wind crystal shattering eye traveler bartz rest wood tycoon witness meteorite plunge planet surface castle bartz investigate discover lenna lie unconscious attack rescue discover debris partial amnesia galuf lenna explain wind shrine father galuf suddenly recall original destination opt accompany trio bartz encounter lenna galuf assault monster quaking valley travel land route blockade upheaval meteorite fall explore cavern encounter den pirate leader faris pirate captain wind shrine discover shattered crystal sign king shard react presence image tycoon explain protect crystal remain
Dragon Quest V: Hand of the Heavenly Bride,"['squareenixproductdevelopmentdivision9', 'squareenix']","['nintendods', 'android', 'ios']","['singleplayer', 'adventure', 'rpg', 'action', 'turnbased', 'fantasy', 'game', 'player', 'character', 'series', 'battle', 'experience', 'weapon', 'ability', 'hero', 'include', 'level', 'video', 'human', 'quest', 'monster', 'dragon', 'mechanic', 'gain']","['hero', 'japan only', 'retroachievements', 'fan translation - english']","Dragon Quest V uses basic role-playing video game mechanics seen in the rest of the series, which includes leveling up by gaining experience points through battle, first person turn-based battles, and equipping weapons and armor. Something new to the Dragon Quest series is the ability to tame monsters into the player's party. The monsters can be used in battle and level-up like the human characters. Monsters sometimes request to join the Hero after battles if the party is strong enough. There are a total of 71 monsters that are capable of joining the Hero's party",dragon quest basic role play video game mechanic,dragon quest basic roleplay video game mechanic rest series include level gain experience battle person turnbased battle equip weapon armor dragon quest series ability tame monster player party monster battle levelup human character monster request hero battle party strong total monster capable hero party
